FID,STATEFP,COUNTYFP,TRACTCE,BLKGRPCE,GEOID,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,Shape__Area,Shape__Length
212,42,003,561000,1,420035610001,Block Group 1,G5030,S,181810,0,+40.4391242,-079.8775926,1.9297558844e-05,0.020233858655841
213,42,003,561000,2,420035610002,Block Group 2,G5030,S,386448,0,+40.4352590,-079.8747764,4.1016005688e-05,0.040892358135303
214,42,003,561100,1,420035611001,Block Group 1,G5030,S,414535,0,+40.4466366,-079.8758453,4.4004349698e-05,0.037114135549538
215,42,003,561200,1,420035612001,Block Group 1,G5030,S,201875,0,+40.4474524,-079.8814167,2.143003658e-05,0.020022375508118
216,42,003,561200,2,420035612002,Block Group 2,G5030,S,195546,0,+40.4448586,-079.8834518,2.0757198982e-05,0.020465840109854
217,42,003,561400,1,420035614001,Block Group 1,G5030,S,333306,0,+40.4502204,-079.8560820,3.5383460013e-05,0.031597547721138
218,42,003,445500,2,420034455002,Block Group 2,G5030,S,1084545,197585,+40.5414508,-080.1865408,0.000136291938565,0.071822220104774
219,42,003,445500,3,420034455003,Block Group 3,G5030,S,580265,158313,+40.5354108,-080.1809537,7.8504526192e-05,0.037732801331342
220,42,003,446000,1,420034460001,Block Group 1,G5030,S,2752927,0,+40.5567714,-080.1884804,0.000292704963408,0.080130122720275
221,42,003,446000,2,420034460002,Block Group 2,G5030,S,1122552,465048,+40.5515477,-080.1999015,0.000168787051947,0.060455940810335
222,42,003,447000,1,420034470001,Block Group 1,G5030,S,3888768,0,+40.5740152,-080.2037768,0.000413578401964,0.093748610530554
223,42,003,561400,2,420035614002,Block Group 2,G5030,S,611776,0,+40.4511593,-079.8597908,6.4949301565e-05,0.061557963649793
224,42,003,561400,3,420035614003,Block Group 3,G5030,S,454917,0,+40.4502975,-079.8653174,4.8293490275e-05,0.047681807974254
225,42,003,561500,1,420035615001,Block Group 1,G5030,S,571933,0,+40.4409771,-079.8655907,6.070756862e-05,0.051557573967565
226,42,003,561500,2,420035615002,Block Group 2,G5030,S,357937,0,+40.4365702,-079.8679283,3.7990844133e-05,0.036044695259767
227,42,003,561500,3,420035615003,Block Group 3,G5030,S,349409,0,+40.4430645,-079.8735407,3.7089166912e-05,0.026629133088116
228,42,003,191600,4,420031916004,Block Group 4,G5030,S,169149,0,+40.4137886,-080.0244240,1.7947029692e-05,0.018566993208797
229,42,003,429201,2,420034292012,Block Group 2,G5030,S,2838218,0,+40.5416698,-080.0063858,0.000301706545026,0.092547375230494
230,42,003,459102,1,420034591021,Block Group 1,G5030,S,2454959,0,+40.4735965,-080.1278314,0.000260704810574,0.079579095646676
231,42,003,459202,1,420034592021,Block Group 1,G5030,S,195585,0,+40.4282449,-080.1010931,2.0756462531e-05,0.018173888401815
232,42,003,464300,3,420034643003,Block Group 3,G5030,S,188156,0,+40.4450516,-080.0646471,1.9973022987e-05,0.025651336380858
233,42,003,488100,1,420034881001,Block Group 1,G5030,S,1076579,0,+40.3876442,-079.8898463,0.000114183790153,0.066784839607698
234,42,003,490004,3,420034900043,Block Group 3,G5030,S,2516487,0,+40.2787965,-079.9872274,0.000266480744887,0.087311426185447
235,42,003,491101,2,420034911012,Block Group 2,G5030,S,10947590,0,+40.2943164,-079.9455578,0.001159540485,0.170516826037087
236,42,003,491200,1,420034912001,Block Group 1,G5030,S,10338002,0,+40.3101187,-079.9167977,0.001095226105464,0.181007421785381
237,42,003,496102,2,420034961022,Block Group 2,G5030,S,7234443,0,+40.2615051,-079.8413817,0.000765887523053,0.180891624051561
238,42,003,514000,1,420035140001,Block Group 1,G5030,S,243704,0,+40.4109022,-079.8747757,2.5856539189e-05,0.021426872236092
239,42,003,521402,3,420035214023,Block Group 3,G5030,S,1545355,0,+40.4111803,-079.7393981,0.00016395941463,0.075658711732437
240,42,003,523300,4,420035233004,Block Group 4,G5030,S,1140440,0,+40.4688043,-079.8409928,0.000121100789944,0.085836008705888
241,42,003,526301,2,420035263012,Block Group 2,G5030,S,2976763,0,+40.4729336,-079.7233030,0.000316115184858,0.093184884706521
242,42,003,563800,2,420035638002,Block Group 2,G5030,S,4588602,0,+40.5329073,-080.1435663,0.000487712577877,0.144885787428027
243,42,003,562300,2,420035623002,Block Group 2,G5030,S,1199363,276270,+40.4050473,-079.9308354,0.000156549002155,0.063281529565713
244,42,003,563200,1,420035632001,Block Group 1,G5030,S,316636,138471,+40.4496573,-079.9981110,4.8312693578e-05,0.033883660869425
245,42,003,982200,1,420039822001,Block Group 1,G5030,S,505672,0,+40.4444879,-079.9547652,5.3677411732e-05,0.05151995383787
246,42,003,563000,1,420035630001,Block Group 1,G5030,S,2521082,0,+40.4507783,-080.0847805,0.000267637393403,0.086596842518704
247,42,003,521302,2,420035213022,Block Group 2,G5030,S,376741,0,+40.4347316,-079.7777908,3.9985345085e-05,0.030174662395376
248,42,003,562000,1,420035620001,Block Group 1,G5030,S,84568,0,+40.4509240,-079.9510070,8.977757838e-06,0.012594022343567
249,42,003,477200,3,420034772003,Block Group 3,G5030,S,663587,0,+40.3548468,-079.9928269,7.0347378534e-05,0.048267956617671
250,42,003,484300,3,420034843003,Block Group 3,G5030,S,311373,0,+40.4064734,-079.9024035,3.3033667155e-05,0.026316140194593
251,42,003,470600,2,420034706002,Block Group 2,G5030,S,259684,0,+40.3982871,-080.0883797,2.7546861788e-05,0.037055030130253
252,42,003,471000,1,420034710001,Block Group 1,G5030,S,733880,0,+40.3914673,-080.0922067,7.7841109449e-05,0.036064042707285
253,42,003,477200,4,420034772004,Block Group 4,G5030,S,1101712,0,+40.3669691,-079.9969638,0.000116814430844,0.057600892733452
254,42,003,477300,2,420034773002,Block Group 2,G5030,S,194186,0,+40.3668267,-079.9673165,2.0589457917e-05,0.024600023192278
255,42,003,472100,2,420034721002,Block Group 2,G5030,S,224350,0,+40.4004281,-080.0383815,2.3799400066e-05,0.022867655958734
256,42,003,472200,1,420034722001,Block Group 1,G5030,S,184525,0,+40.3945815,-080.0379085,1.9572872303e-05,0.019930501923904
257,42,003,472300,1,420034723001,Block Group 1,G5030,S,124961,0,+40.3942299,-080.0335719,1.3254836511e-05,0.018997643251324
258,42,003,472300,2,420034723002,Block Group 2,G5030,S,121355,0,+40.3923987,-080.0329660,1.2872006302e-05,0.017409391613228
259,42,003,472300,3,420034723003,Block Group 3,G5030,S,95931,0,+40.3905471,-080.0323114,1.0174987833e-05,0.019116072377939
260,42,003,472400,1,420034724001,Block Group 1,G5030,S,233690,0,+40.3893145,-080.0386212,2.4786079585e-05,0.02374745516264
261,42,003,472400,2,420034724002,Block Group 2,G5030,S,191627,0,+40.3860713,-080.0373932,2.0324038985e-05,0.021720206171455
262,42,003,478100,1,420034781001,Block Group 1,G5030,S,266961,0,+40.3787550,-079.9782861,2.8310712236e-05,0.026972319716133
263,42,003,478100,2,420034781002,Block Group 2,G5030,S,259877,0,+40.3739729,-079.9792877,2.7557508938e-05,0.030505519932708
264,42,003,478100,3,420034781003,Block Group 3,G5030,S,576000,0,+40.3679395,-079.9819698,6.1073926158e-05,0.040127329714447
265,42,003,562400,1,420035624001,Block Group 1,G5030,S,815930,0,+40.4077090,-080.0011977,8.6564199499e-05,0.048284335118425
266,42,003,473100,1,420034731001,Block Group 1,G5030,S,609789,0,+40.3972055,-080.0506666,6.4684306326e-05,0.038646755443851
267,42,003,473100,3,420034731003,Block Group 3,G5030,S,224778,0,+40.3872728,-080.0497657,2.3840266151e-05,0.023333950709209
268,42,003,473100,4,420034731004,Block Group 4,G5030,S,197043,0,+40.3895327,-080.0514178,2.0899269573e-05,0.024183652602779
269,42,003,473100,5,420034731005,Block Group 5,G5030,S,173548,0,+40.3899695,-080.0451412,1.8407425876e-05,0.020794688528233
270,42,003,473200,1,420034732001,Block Group 1,G5030,S,195488,0,+40.3850100,-080.0482290,2.0733311633e-05,0.024549304391997
271,42,003,473200,2,420034732002,Block Group 2,G5030,S,235093,0,+40.3823781,-080.0481499,2.4932419195e-05,0.025021188176436
272,42,003,473200,3,420034732003,Block Group 3,G5030,S,299220,0,+40.3784446,-080.0485219,3.1731731061e-05,0.026969992678655
273,42,003,478100,4,420034781004,Block Group 4,G5030,S,410477,0,+40.3757606,-079.9834410,4.352850935e-05,0.043431333227636
274,42,003,070900,4,420030709004,Block Group 4,G5030,S,139673,0,+40.4525514,-079.9436227,1.4828077129e-05,0.015858093417106
275,42,003,473300,1,420034733001,Block Group 1,G5030,S,1090835,0,+40.3855252,-080.0272271,0.000115692364431,0.053499726469838
276,42,003,473300,2,420034733002,Block Group 2,G5030,S,768113,0,+40.3821206,-080.0380781,8.1460686236e-05,0.060958032846873
277,42,003,473300,3,420034733003,Block Group 3,G5030,S,922116,0,+40.3735050,-080.0258666,9.7780916053e-05,0.046235149003034
278,42,003,473300,4,420034733004,Block Group 4,G5030,S,305093,0,+40.3757667,-080.0337011,3.235307646e-05,0.02515562254598
279,42,003,479000,1,420034790001,Block Group 1,G5030,S,734681,0,+40.3850838,-080.0177805,7.7915015705e-05,0.070595405296828
280,42,003,480101,1,420034801011,Block Group 1,G5030,S,451536,0,+40.3468688,-079.9906973,4.7862220418e-05,0.029874404550537
281,42,003,480101,2,420034801012,Block Group 2,G5030,S,676179,0,+40.3381151,-079.9879604,7.1664953487e-05,0.041402114903401
282,42,003,480101,3,420034801013,Block Group 3,G5030,S,387643,0,+40.3433407,-079.9788765,4.1087514902e-05,0.040413230886523
283,42,003,480101,4,420034801014,Block Group 4,G5030,S,779828,0,+40.3393969,-079.9777757,8.2651861125e-05,0.057208898893233
284,42,003,480102,1,420034801021,Block Group 1,G5030,S,601750,0,+40.3508270,-080.0069210,6.3786691926e-05,0.047528501686824
285,42,003,489002,1,420034890021,Block Group 1,G5030,S,378216,0,+40.3380179,-079.9693302,4.008522893e-05,0.048295795630687
286,42,003,564500,3,420035645003,Block Group 3,G5030,S,472413,167537,+40.2706192,-079.8961395,6.776008523e-05,0.044549655685802
287,42,003,980500,1,420039805001,Block Group 1,G5030,S,1612453,8798,+40.4327243,-079.9436647,0.000172069891008,0.059518020935393
288,42,003,477300,3,420034773003,Block Group 3,G5030,S,663865,0,+40.3612532,-079.9717842,7.0383579883e-05,0.048957013371749
289,42,003,473300,5,420034733005,Block Group 5,G5030,S,209771,0,+40.3788362,-080.0322314,2.2245851966e-05,0.025304615262593
290,42,003,473401,1,420034734011,Block Group 1,G5030,S,411695,0,+40.3717990,-080.0374868,4.3654825266e-05,0.034994941043653
291,42,003,473401,2,420034734012,Block Group 2,G5030,S,175270,0,+40.3754253,-080.0412646,1.858620892e-05,0.017498493093983
292,42,003,473401,3,420034734013,Block Group 3,G5030,S,336167,0,+40.3777235,-080.0455493,3.5648001174e-05,0.037202485719832
293,42,003,473401,4,420034734014,Block Group 4,G5030,S,604522,0,+40.3689442,-080.0459301,6.4099048737e-05,0.033018884100456
294,42,003,473402,1,420034734021,Block Group 1,G5030,S,471015,0,+40.3563631,-080.0473025,4.9934074155e-05,0.04107520456621
295,42,003,480102,2,420034801022,Block Group 2,G5030,S,464114,0,+40.3436502,-080.0010000,4.9193089844e-05,0.028766742644304
296,42,003,480102,3,420034801023,Block Group 3,G5030,S,628055,0,+40.3404166,-079.9942762,6.6566734506e-05,0.03981946755382
297,42,003,480200,3,420034802003,Block Group 3,G5030,S,651647,0,+40.3473357,-079.9671622,6.9074249446e-05,0.038499540069298
298,42,003,561900,1,420035619001,Block Group 1,G5030,S,427931,0,+40.4729084,-079.8940156,4.5443798028e-05,0.034029332044272
299,42,003,473402,2,420034734022,Block Group 2,G5030,S,336843,0,+40.3656184,-080.0399564,3.5714115643e-05,0.039438617510657
300,42,003,473402,3,420034734023,Block Group 3,G5030,S,964678,0,+40.3585584,-080.0402155,0.000102271928961,0.049044006584301
301,42,003,473500,1,420034735001,Block Group 1,G5030,S,603918,0,+40.3738444,-080.0539647,6.4039421532e-05,0.034376335733523
302,42,003,473500,2,420034735002,Block Group 2,G5030,S,545079,0,+40.3671382,-080.0556793,5.7794881617e-05,0.04561979799408
303,42,003,425000,1,420034250001,Block Group 1,G5030,S,284461,0,+40.5056317,-079.9475348,3.0223009023e-05,0.026712781205351
304,42,003,425000,2,420034250002,Block Group 2,G5030,S,295477,0,+40.5035841,-079.9526214,3.1392181648e-05,0.04312985041879
305,42,003,425000,3,420034250003,Block Group 3,G5030,S,439389,0,+40.4976473,-079.9480081,4.667740738e-05,0.045973975277077
306,42,003,448000,1,420034480001,Block Group 1,G5030,S,2590830,454542,+40.5658588,-080.2137679,0.000323841814629,0.088655967342287
307,42,003,449000,1,420034490001,Block Group 1,G5030,S,5432687,546096,+40.5556535,-080.2285609,0.000635689339957,0.118985072023963
308,42,003,450700,1,420034507001,Block Group 1,G5030,S,1054647,43697,+40.5069259,-080.1522044,0.000116700533993,0.048739117005119
309,42,003,450700,2,420034507002,Block Group 2,G5030,S,1021482,0,+40.5122876,-080.1644390,0.000108538401885,0.046363949705774
310,42,003,425000,4,420034250004,Block Group 4,G5030,S,872380,165716,+40.4944876,-079.9440681,0.000110272746623,0.0623203307564
311,42,003,426300,1,420034263001,Block Group 1,G5030,S,1931271,0,+40.5447072,-079.9664808,0.000205306227986,0.07414729208468
312,42,003,426300,3,420034263003,Block Group 3,G5030,S,1618063,0,+40.5491266,-079.9803548,0.000172020850046,0.059298547422008
313,42,003,451102,1,420034511021,Block Group 1,G5030,S,2443623,274546,+40.5280775,-080.1917616,0.00028888823014,0.095899522266072
314,42,003,426400,1,420034264001,Block Group 1,G5030,S,1125026,0,+40.5282973,-079.9592542,0.000119568297863,0.071006561142777
315,42,003,426400,2,420034264002,Block Group 2,G5030,S,588304,0,+40.5194174,-079.9552763,6.2517102391e-05,0.046087301964186
316,42,003,426400,3,420034264003,Block Group 3,G5030,S,624917,0,+40.5096393,-079.9546412,6.6398347753e-05,0.044962970998936
317,42,003,426700,1,420034267001,Block Group 1,G5030,S,758731,0,+40.5040330,-079.9394423,8.0609540307e-05,0.043406745757551
318,42,003,459201,1,420034592011,Block Group 1,G5030,S,7641969,0,+40.4345405,-080.1039609,0.00081107700877,0.190274849013165
319,42,003,461000,1,420034610001,Block Group 1,G5030,S,3965383,2109199,+40.5066796,-080.1138435,0.000645402032802,0.2019815919302
320,42,003,462100,1,420034621001,Block Group 1,G5030,S,1752168,671492,+40.4834064,-080.0636798,0.000257418033098,0.078202398535337
321,42,003,424000,4,420034240004,Block Group 4,G5030,S,208528,0,+40.4966315,-079.9307435,2.2152059194e-05,0.026744299248005
322,42,003,426700,2,420034267002,Block Group 2,G5030,S,2990163,0,+40.5194884,-079.9443373,0.000317755496089,0.079697881906499
323,42,003,426800,1,420034268001,Block Group 1,G5030,S,1595084,0,+40.5497589,-079.9510493,0.000169579707171,0.068073760647074
324,42,003,427000,1,420034270001,Block Group 1,G5030,S,583212,0,+40.4895320,-079.9729662,6.19488731e-05,0.03547008737972
325,42,003,427000,3,420034270003,Block Group 3,G5030,S,375525,0,+40.4813904,-079.9762165,3.9883542238e-05,0.033155231855369
326,42,003,455000,1,420034550001,Block Group 1,G5030,S,1215299,0,+40.4001650,-080.1871511,0.000128920818936,0.063192849584872
327,42,003,456004,2,420034560042,Block Group 2,G5030,S,3101725,0,+40.3235260,-080.1309934,0.000328666637749,0.090502640372438
328,42,003,457100,1,420034571001,Block Group 1,G5030,S,519001,2737,+40.3632491,-080.1157144,5.5316419707e-05,0.036685747947655
329,42,003,457100,2,420034571002,Block Group 2,G5030,S,422725,0,+40.3592371,-080.1123528,4.4816142898e-05,0.040824413624223
330,42,003,457200,1,420034572001,Block Group 1,G5030,S,364076,0,+40.3612580,-080.1029874,3.8599516372e-05,0.036339051530303
331,42,003,457200,2,420034572002,Block Group 2,G5030,S,323561,0,+40.3588093,-080.1005791,3.4303146817e-05,0.029769551592542
332,42,003,427200,2,420034272002,Block Group 2,G5030,S,1465308,0,+40.4986631,-079.9748120,0.000155665891457,0.065907843923869
333,42,003,428100,1,420034281001,Block Group 1,G5030,S,621282,0,+40.4751526,-079.9798050,6.5978402275e-05,0.047589127540201
334,42,003,428100,2,420034281002,Block Group 2,G5030,S,298677,0,+40.4713664,-079.9830354,3.1717196768e-05,0.029286799424169
335,42,003,457200,3,420034572003,Block Group 3,G5030,S,874032,0,+40.3541413,-080.1003849,9.265610091e-05,0.065960329401189
336,42,003,457200,4,420034572004,Block Group 4,G5030,S,335180,0,+40.3525668,-080.1074226,3.5531390554e-05,0.029479000072191
337,42,003,458000,1,420034580001,Block Group 1,G5030,S,1223246,0,+40.4036861,-080.1028699,0.000129769862805,0.062478702859089
338,42,003,459101,1,420034591011,Block Group 1,G5030,S,6226296,268187,+40.4961375,-080.1399601,0.000689920539746,0.148246278268297
339,42,003,428200,1,420034282001,Block Group 1,G5030,S,2402513,0,+40.4891821,-079.9852104,0.000255193575027,0.082045812743195
340,42,003,428200,2,420034282002,Block Group 2,G5030,S,2019690,0,+40.4853352,-079.9967327,0.000214518577301,0.08362594983699
341,42,003,429202,1,420034292021,Block Group 1,G5030,S,1183971,0,+40.5350597,-079.9929245,0.000125845718207,0.054783955323385
342,42,003,429300,1,420034293001,Block Group 1,G5030,S,1842267,0,+40.5477515,-080.0466590,0.00019585325284,0.061099354077779
343,42,003,450800,1,420034508001,Block Group 1,G5030,S,727995,299718,+40.5216308,-080.1679207,0.000109215519022,0.058485120540981
344,42,003,450800,3,420034508003,Block Group 3,G5030,S,369952,0,+40.5156783,-080.1730306,3.9311400377e-05,0.034017588446739
345,42,003,401300,2,420034013002,Block Group 2,G5030,S,749456,0,+40.6250509,-079.7340261,7.9766262342e-05,0.050939204954997
346,42,003,564400,3,420035644003,Block Group 3,G5030,S,1891123,0,+40.3684153,-079.8110408,0.000200519489454,0.081586607823723
347,42,003,459201,4,420034592014,Block Group 4,G5030,S,1799881,0,+40.4537566,-080.1212039,0.000191083468588,0.070819942671377
348,42,003,451300,2,420034513002,Block Group 2,G5030,S,1577878,0,+40.5025606,-080.1669294,0.000167634190832,0.065444142101329
349,42,003,564000,3,420035640003,Block Group 3,G5030,S,517344,0,+40.3716630,-080.2275655,5.4857486994e-05,0.044767843049621
350,42,003,470501,1,420034705011,Block Group 1,G5030,S,556603,0,+40.3999705,-080.0575080,5.9045028025e-05,0.035804190844551
351,42,003,474102,2,420034741022,Block Group 2,G5030,S,1398250,0,+40.3282023,-080.0654575,0.000148172347194,0.06826984222684
352,42,003,451105,1,420034511051,Block Group 1,G5030,S,1880932,0,+40.5059920,-080.2154134,0.00019984121669,0.061168068933524
353,42,003,563800,5,420035638005,Block Group 5,G5030,S,1109634,349857,+40.5298121,-080.1670748,0.000155121145718,0.055800662364466
354,42,003,474203,3,420034742033,Block Group 3,G5030,S,2319482,0,+40.3102629,-080.0781180,0.000245730759601,0.067078150003313
355,42,003,524000,2,420035240002,Block Group 2,G5030,S,594546,235469,+40.5028282,-079.8442930,8.8180767159e-05,0.066743353339397
356,42,003,523600,3,420035236003,Block Group 3,G5030,S,1535808,0,+40.4538835,-079.8067123,0.000163048512362,0.064970806745435
357,42,003,484500,3,420034845003,Block Group 3,G5030,S,352788,0,+40.3853979,-079.9035072,3.7416078654e-05,0.028058810217578
358,42,003,562300,6,420035623006,Block Group 6,G5030,S,123592,0,+40.4097577,-079.9425942,1.3112646271e-05,0.01971590789018
359,42,003,562300,4,420035623004,Block Group 4,G5030,S,146181,0,+40.4063841,-079.9419511,1.5508400849e-05,0.018199260086274
360,42,003,406000,2,420034060002,Block Group 2,G5030,S,7071616,0,+40.6520452,-079.7361017,0.000752947847629,0.132332594019234
361,42,003,474202,1,420034742021,Block Group 1,G5030,S,4179183,0,+40.3170580,-080.1007329,0.000442794933667,0.103012216825626
362,42,003,401100,1,420034011001,Block Group 1,G5030,S,5826907,0,+40.6514421,-079.7176383,0.000620409471545,0.127764522746135
363,42,003,484500,2,420034845002,Block Group 2,G5030,S,360960,0,+40.3823277,-079.8999117,3.8280860664e-05,0.028802684023824
364,42,003,261400,3,420032614003,Block Group 3,G5030,S,222270,0,+40.4679547,-080.0114593,2.3602133255e-05,0.022801547512179
365,42,003,192000,2,420031920002,Block Group 2,G5030,S,246359,0,+40.4016214,-080.0253551,2.613458602e-05,0.025378821295657
366,42,003,151700,6,420031517006,Block Group 6,G5030,S,200376,0,+40.4254083,-079.9318638,2.1263916543e-05,0.019133990359615
367,42,003,141400,2,420031414002,Block Group 2,G5030,S,173645,0,+40.4243851,-079.9207306,1.8427058429e-05,0.027607764100938
368,42,003,468900,2,420034689002,Block Group 2,G5030,S,717994,0,+40.4020358,-080.0757188,7.6167701757e-05,0.054635597743316
369,42,003,476100,5,420034761005,Block Group 5,G5030,S,453324,0,+40.3582953,-080.0326230,4.8059466833e-05,0.029134065887838
370,42,003,473602,4,420034736024,Block Group 4,G5030,S,456511,0,+40.3754547,-080.0760457,4.8409709191e-05,0.038257618608916
371,42,003,480300,3,420034803003,Block Group 3,G5030,S,239590,0,+40.3877008,-079.9720843,2.541150502e-05,0.021263427498289
372,42,003,484300,1,420034843001,Block Group 1,G5030,S,1550322,229596,+40.3989095,-079.8983520,0.000188833105726,0.106647066814622
373,42,003,489001,1,420034890011,Block Group 1,G5030,S,348231,0,+40.3411840,-079.9606904,3.6908814324e-05,0.036810504184465
374,42,003,490004,2,420034900042,Block Group 2,G5030,S,4169637,0,+40.2855716,-079.9732121,0.000441580644251,0.12281887716902
375,42,003,495000,2,420034950002,Block Group 2,G5030,S,19418355,441561,+40.2063568,-079.8746618,0.002101056465825,0.22779686797772
376,42,003,496102,1,420034961021,Block Group 1,G5030,S,6937609,51977,+40.2521724,-079.8671379,0.000739932666491,0.14710063847071
377,42,003,498000,2,420034980002,Block Group 2,G5030,S,2459909,0,+40.3245632,-079.8638781,0.000260662317197,0.104904554295053
378,42,003,521100,3,420035211003,Block Group 3,G5030,S,2613377,0,+40.4514470,-079.7821560,0.000277433749227,0.135177533829487
379,42,003,521301,3,420035213013,Block Group 3,G5030,S,3282989,0,+40.4152827,-079.7664944,0.000348340112297,0.103318086685739
380,42,003,521302,3,420035213023,Block Group 3,G5030,S,3525606,7654,+40.4186816,-079.7845740,0.000374916117664,0.11561924905756
381,42,003,468900,3,420034689003,Block Group 3,G5030,S,333190,0,+40.4033864,-080.0851623,3.5346815404e-05,0.027754634665079
382,42,003,469000,2,420034690002,Block Group 2,G5030,S,2071264,0,+40.4124565,-080.0553025,0.000219758590167,0.064333113333931
383,42,003,476100,3,420034761003,Block Group 3,G5030,S,544065,0,+40.3677105,-080.0201968,5.7687377981e-05,0.034409969949976
384,42,003,476100,4,420034761004,Block Group 4,G5030,S,616646,0,+40.3660815,-080.0309273,6.5382085892e-05,0.038736345787936
385,42,003,476200,1,420034762001,Block Group 1,G5030,S,316114,0,+40.3717117,-080.0051562,3.3519988241e-05,0.024980241163562
386,42,003,476200,2,420034762002,Block Group 2,G5030,S,857624,0,+40.3648457,-080.0122490,9.0931066137e-05,0.060218844136359
387,42,003,521402,1,420035214021,Block Group 1,G5030,S,1945539,0,+40.3990363,-079.7559216,0.000206381561674,0.082600497251932
388,42,003,523100,1,420035231001,Block Group 1,G5030,S,4064732,288443,+40.4780376,-079.8737197,0.00046231342231,0.116924095293001
389,42,003,523200,1,420035232001,Block Group 1,G5030,S,1651731,0,+40.4671240,-079.8546361,0.000175389543102,0.072002000119851
390,42,003,523702,1,420035237021,Block Group 1,G5030,S,3314004,0,+40.4966593,-079.8021929,0.000352050640283,0.145825368300568
391,42,003,523702,4,420035237024,Block Group 4,G5030,S,294457,0,+40.4934644,-079.7939965,3.1279003735e-05,0.026166022562431
392,42,003,526101,1,420035261011,Block Group 1,G5030,S,4701032,0,+40.5418349,-079.7436605,0.000499727587408,0.114222438614829
393,42,003,526101,2,420035261012,Block Group 2,G5030,S,23782184,979252,+40.5146075,-079.7689988,0.002631365144783,0.485157633197736
394,42,003,526201,2,420035262012,Block Group 2,G5030,S,4395859,0,+40.4861014,-079.7537036,0.000466905096838,0.102011410749944
395,42,003,551300,2,420035513002,Block Group 2,G5030,S,2817778,29848,+40.3288657,-079.8242235,0.000301764446839,0.098312215386557
396,42,003,524000,3,420035240003,Block Group 3,G5030,S,500764,0,+40.5090585,-079.8388239,5.3206412167e-05,0.039385074244279
397,42,003,560500,2,420035605002,Block Group 2,G5030,S,272803,0,+40.4366060,-079.8909935,2.8954568294e-05,0.027523137067257
398,42,003,010300,1,420030103001,Block Group 1,G5030,S,291362,235982,+40.4340503,-079.9864299,5.5969686691e-05,0.052197348724082
399,42,003,020100,1,420030201001,Block Group 1,G5030,S,435122,249581,+40.4396954,-080.0061777,7.2675719912e-05,0.046121183190725
400,42,003,020100,2,420030201002,Block Group 2,G5030,S,183614,82275,+40.4429700,-080.0038877,2.8223618916e-05,0.025182971513688
401,42,003,480400,3,420034804003,Block Group 3,G5030,S,768840,0,+40.3823377,-079.9619502,8.1538257079e-05,0.047542919472285
402,42,003,481000,1,420034810001,Block Group 1,G5030,S,212674,0,+40.4158850,-079.9851540,2.2566118526e-05,0.020864460873236
403,42,003,481000,2,420034810002,Block Group 2,G5030,S,211453,0,+40.4120501,-079.9841274,2.2435059331e-05,0.026449844726549
404,42,003,481000,3,420034810003,Block Group 3,G5030,S,195225,0,+40.4100338,-079.9884063,2.0712774672e-05,0.022167262092932
405,42,003,481000,4,420034810004,Block Group 4,G5030,S,260028,0,+40.4077982,-079.9851751,2.758740298e-05,0.029532111216238
406,42,003,020100,3,420030201003,Block Group 3,G5030,S,165318,0,+40.4413687,-079.9991048,1.7547794811e-05,0.021268766112374
407,42,003,040200,2,420030402002,Block Group 2,G5030,S,282677,0,+40.4412437,-079.9626108,3.0004631304e-05,0.02577763988762
408,42,003,040400,1,420030404001,Block Group 1,G5030,S,75209,0,+40.4458364,-079.9483969,7.9836181e-06,0.012236214458704
409,42,003,040500,1,420030405001,Block Group 1,G5030,S,268194,0,+40.4406805,-079.9542332,2.8467428677e-05,0.025679373386984
410,42,003,040500,2,420030405002,Block Group 2,G5030,S,204120,0,+40.4382254,-079.9582155,2.1665505939e-05,0.019753753189662
411,42,003,051000,2,420030510002,Block Group 2,G5030,S,400466,0,+40.4458670,-079.9652858,4.2510452645e-05,0.03486168637905
412,42,003,051100,1,420030511001,Block Group 1,G5030,S,190118,0,+40.4415912,-079.9763973,2.0180110373e-05,0.019231539798827
413,42,003,060300,2,420030603002,Block Group 2,G5030,S,727961,143800,+40.4686987,-079.9653909,9.2567673484e-05,0.041046861025203
414,42,003,483800,1,420034838001,Block Group 1,G5030,S,239747,0,+40.4009231,-079.9103698,2.5433269883e-05,0.024971013388991
415,42,003,060500,1,420030605001,Block Group 1,G5030,S,406469,0,+40.4570288,-079.9693663,4.315479251e-05,0.033105232651839
416,42,003,060500,2,420030605002,Block Group 2,G5030,S,256217,0,+40.4586056,-079.9612810,2.72030615e-05,0.029814950081142
417,42,003,070300,1,420030703001,Block Group 1,G5030,S,100940,0,+40.4527240,-079.9334902,1.0716035992e-05,0.013416712771116
418,42,003,070300,2,420030703002,Block Group 2,G5030,S,113412,0,+40.4502300,-079.9325808,1.2039857588e-05,0.014711004693134
419,42,003,470300,2,420034703002,Block Group 2,G5030,S,1788833,0,+40.3775270,-080.0822263,0.000189698707954,0.08777529253168
420,42,003,470400,1,420034704001,Block Group 1,G5030,S,396525,0,+40.3682063,-080.0823449,4.2044371862e-05,0.032747462804938
421,42,003,470400,2,420034704002,Block Group 2,G5030,S,337677,0,+40.3652430,-080.0792847,3.5802620577e-05,0.039773719668687
422,42,003,260200,1,420032602001,Block Group 1,G5030,S,576200,0,+40.4916277,-080.0133752,6.1206032694e-05,0.046817977890503
